Song_title,Artist,genre,release_date,topic,len,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
unsung,helmet,rock,1992.0,sadness,31.0,0z25tUQgEI4cIyNZ1TgWig,0.471,0.118,0.0,-16.282,1.0,0.031,0.686,0.0694,0.131,0.211,154.225,audio_features,3RWYPQpOdC4YrZJCrFWjZi,spotify:track:3RWYPQpOdC4YrZJCrFWjZi,https://api.spotify.com/v1/tracks/3RWYPQpOdC4YrZJCrFWjZi,https://api.spotify.com/v1/audio-analysis/3RWYPQpOdC4YrZJCrFWjZi,297160.0,4.0
phantom of the opera,iron maiden,rock,1980.0,sadness,63.0,35Pd77NZsD5jbqN9BHzWK5,0.424,0.0446,3.0,-17.389,1.0,0.0389,0.824,0.0,0.135,0.224,102.922,audio_features,41A1eR06c1MIZwkfkME4z2,spotify:track:41A1eR06c1MIZwkfkME4z2,https://api.spotify.com/v1/tracks/41A1eR06c1MIZwkfkME4z2,https://api.spotify.com/v1/audio-analysis/41A1eR06c1MIZwkfkME4z2,261867.0,3.0
shake it and break it (but don't let it fall mama),charley patton,blues,1990.0,sadness,163.0,6niFK347hm2Hwyy2MpBedq,0.435,0.952,9.0,-7.257,1.0,0.0667,0.026,6.59e-06,0.247,0.563,107.376,audio_features,6bc3Z851377kU4Jd7xAyqJ,spotify:track:6bc3Z851377kU4Jd7xAyqJ,https://api.spotify.com/v1/tracks/6bc3Z851377kU4Jd7xAyqJ,https://api.spotify.com/v1/audio-analysis/6bc3Z851377kU4Jd7xAyqJ,101600.0,4.0
son of slide,slave,jazz,1977.0,obscene,108.0,2XGLdVl7lGeq8ksM6Al7jT,0.805,0.33,1.0,-8.712,0.0,0.1,0.22,0.0,0.105,0.211,121.97,audio_features,7t2bFihaDvhIrd2gn2CWJO,spotify:track:7t2bFihaDvhIrd2gn2CWJO,https://api.spotify.com/v1/tracks/7t2bFihaDvhIrd2gn2CWJO,https://api.spotify.com/v1/audio-analysis/7t2bFihaDvhIrd2gn2CWJO,242983.0,4.0
antichrist superstar,marilyn manson,rock,1996.0,violence,73.0,6XN91pyNTEtP2o1SZY5Cwk,0.428,0.707,9.0,-6.443,1.0,0.0295,0.0778,1.7e-06,0.119,0.391,153.656,audio_features,47VIOQHt2EJ05M1PwIhsBY,spotify:track:47VIOQHt2EJ05M1PwIhsBY,https://api.spotify.com/v1/tracks/47VIOQHt2EJ05M1PwIhsBY,https://api.spotify.com/v1/audio-analysis/47VIOQHt2EJ05M1PwIhsBY,338907.0,4.0
lover please,kris kristofferson,country,1974.0,romantic,29.0,6qWghjy2JTn4tnqSyagJGC,0.378,0.44,1.0,-7.5,1.0,0.0291,0.392,0.00156,0.139,0.323,153.996,audio_features,27K0NTi4jiLavC2buCg7KE,spotify:track:27K0NTi4jiLavC2buCg7KE,https://api.spotify.com/v1/tracks/27K0NTi4jiLavC2buCg7KE,https://api.spotify.com/v1/audio-analysis/27K0NTi4jiLavC2buCg7KE,193000.0,4.0
armageddon,prince far i,reggae,1990.0,violence,163.0,7jwBG3Ay5XMXGt74U1X89J,0.508,0.914,2.0,-4.588,1.0,0.0519,0.000149,0.0093,0.129,0.355,102.288,audio_features,1gw3nz0tcMNwMO2ZwFT8OE,spotify:track:1gw3nz0tcMNwMO2ZwFT8OE,https://api.spotify.com/v1/tracks/1gw3nz0tcMNwMO2ZwFT8OE,https://api.spotify.com/v1/audio-analysis/1gw3nz0tcMNwMO2ZwFT8OE,305667.0,4.0
fly me to the moon,astrud gilberto,jazz,1965.0,music,37.0,7ilc2TB1RZXbQJyFs5qCiC,0.631,0.309,1.0,-9.527,1.0,0.0302,0.884,0.00206,0.0439,0.427,118.498,audio_features,44BGoGw0sUc0Txh8Y4ZyFg,spotify:track:44BGoGw0sUc0Txh8Y4ZyFg,https://api.spotify.com/v1/tracks/44BGoGw0sUc0Txh8Y4ZyFg,https://api.spotify.com/v1/audio-analysis/44BGoGw0sUc0Txh8Y4ZyFg,317693.0,4.0
the seventh seal,groundation,reggae,2004.0,violence,93.0,0ydLewlsTax0SArEVPUIqi,0.437,0.49,9.0,-10.321,1.0,0.0301,0.829,0.00307,0.46,0.702,103.609,audio_features,3kETWJsuc2ZtrVnx1EUHzd,spotify:track:3kETWJsuc2ZtrVnx1EUHzd,https://api.spotify.com/v1/tracks/3kETWJsuc2ZtrVnx1EUHzd,https://api.spotify.com/v1/audio-analysis/3kETWJsuc2ZtrVnx1EUHzd,177200.0,4.0
soon,ella fitzgerald,blues,1950.0,music,51.0,6FWtmmLX3pJEhKdS0OwPTc,0.54,0.641,1.0,-10.124,0.0,0.032,0.131,0.00556,0.0715,0.498,157.981,audio_features,3ACQkIMv6nGYHRpPGyS4BK,spotify:track:3ACQkIMv6nGYHRpPGyS4BK,https://api.spotify.com/v1/tracks/3ACQkIMv6nGYHRpPGyS4BK,https://api.spotify.com/v1/audio-analysis/3ACQkIMv6nGYHRpPGyS4BK,281560.0,4.0
distant lonesome train,joe bonamassa,blues,2016.0,music,52.0,5vfIDmCX6GrF5y5JefwsX7,0.277,0.79,0.0,-3.425,1.0,0.0396,0.00197,0.000134,0.115,0.521,130.984,audio_features,0Ov7lkjwIG07yduENnYDMo,spotify:track:0Ov7lkjwIG07yduENnYDMo,https://api.spotify.com/v1/tracks/0Ov7lkjwIG07yduENnYDMo,https://api.spotify.com/v1/audio-analysis/0Ov7lkjwIG07yduENnYDMo,207693.0,4.0
"oh, true love",the everly brothers,pop,1960.0,romantic,38.0,1obD012YaIAnvHZ3rvM4TS,0.599,0.459,1.0,-8.786,0.0,0.0297,0.184,0.0,0.351,0.152,104.721,audio_features,6yfx76QsLGsfkaPoCFliZ5,spotify:track:6yfx76QsLGsfkaPoCFliZ5,https://api.spotify.com/v1/tracks/6yfx76QsLGsfkaPoCFliZ5,https://api.spotify.com/v1/audio-analysis/6yfx76QsLGsfkaPoCFliZ5,220893.0,3.0
the great american success story,alice cooper,blues,1986.0,obscene,79.0,5daLdnFH0xbIxDD0l3bKpG,0.716,0.673,9.0,-6.982,0.0,0.131,0.00864,0.0,0.107,0.728,173.989,audio_features,4YbtI1eBf4RYNGw1foeiOu,spotify:track:4YbtI1eBf4RYNGw1foeiOu,https://api.spotify.com/v1/tracks/4YbtI1eBf4RYNGw1foeiOu,https://api.spotify.com/v1/audio-analysis/4YbtI1eBf4RYNGw1foeiOu,160720.0,4.0
big eyed fish,dave matthews band,pop,2002.0,world/life,68.0,2t34JLaa7IMm07Ut0Z1Vi7,0.522,0.66,5.0,-10.227,0.0,0.107,0.0781,0.0785,0.671,0.427,149.964,audio_features,6R4flNWy1pWkjzwg3TCDlM,spotify:track:6R4flNWy1pWkjzwg3TCDlM,https://api.spotify.com/v1/tracks/6R4flNWy1pWkjzwg3TCDlM,https://api.spotify.com/v1/audio-analysis/6R4flNWy1pWkjzwg3TCDlM,178240.0,4.0
lonely weekends,waylon jennings,country,1969.0,night/time,39.0,0XZYP23bWVbwYsp0wtYnrW,0.671,0.315,2.0,-12.757,1.0,0.0315,0.89,0.0,0.0684,0.864,81.166,audio_features,3AnTfM2O5kUtlZfZ5O3hyB,spotify:track:3AnTfM2O5kUtlZfZ5O3hyB,https://api.spotify.com/v1/tracks/3AnTfM2O5kUtlZfZ5O3hyB,https://api.spotify.com/v1/audio-analysis/3AnTfM2O5kUtlZfZ5O3hyB,136493.0,4.0
wildest dreams,dolly parton,country,1991.0,world/life,55.0,75NCNTwo4hEcRPcHzABKhS,0.822,0.612,6.0,-4.265,0.0,0.077,0.0749,0.0,0.0904,0.728,129.98,audio_features,00WYhQfePiig46dGdKurff,spotify:track:00WYhQfePiig46dGdKurff,https://api.spotify.com/v1/tracks/00WYhQfePiig46dGdKurff,https://api.spotify.com/v1/audio-analysis/00WYhQfePiig46dGdKurff,279947.0,4.0
i held her in my arms,violent femmes,pop,1986.0,romantic,73.0,19Kz5zGwIu61QLEyMnlZZk,0.596,0.43,10.0,-8.503,1.0,0.0299,0.37,0.00119,0.1,0.269,129.602,audio_features,0DtItzol85j6j5F9j9V36Q,spotify:track:0DtItzol85j6j5F9j9V36Q,https://api.spotify.com/v1/tracks/0DtItzol85j6j5F9j9V36Q,https://api.spotify.com/v1/audio-analysis/0DtItzol85j6j5F9j9V36Q,400400.0,3.0
the edge of forever,the dream academy,pop,1985.0,sadness,84.0,0ZljhJQbm611zf5ttHz43n,0.587,0.706,11.0,-5.59,1.0,0.0625,0.000922,0.0,0.15,0.487,75.038,audio_features,417Tsbh8ZT6sZFunsW86zV,spotify:track:417Tsbh8ZT6sZFunsW86zV,https://api.spotify.com/v1/tracks/417Tsbh8ZT6sZFunsW86zV,https://api.spotify.com/v1/audio-analysis/417Tsbh8ZT6sZFunsW86zV,267680.0,4.0
i take a lot of pride in what i am,merle haggard,country,1969.0,world/life,60.0,0Mr36KWkYYXqWHyAhkdF8w,0.591,0.396,7.0,-12.177,1.0,0.129,0.957,0.0,0.115,0.907,174.577,audio_features,4tTTwVxeUthDX37BUw1plJ,spotify:track:4tTTwVxeUthDX37BUw1plJ,https://api.spotify.com/v1/tracks/4tTTwVxeUthDX37BUw1plJ,https://api.spotify.com/v1/audio-analysis/4tTTwVxeUthDX37BUw1plJ,114067.0,4.0
goodbye,steve earle,country,1995.0,romantic,34.0,3RWYPQpOdC4YrZJCrFWjZi,0.719,0.22,11.0,-11.811,1.0,0.0294,0.736,9.4e-06,0.118,0.168,115.375,audio_features,3PHLZ5wmtyZha1pp2405OT,spotify:track:3PHLZ5wmtyZha1pp2405OT,https://api.spotify.com/v1/tracks/3PHLZ5wmtyZha1pp2405OT,https://api.spotify.com/v1/audio-analysis/3PHLZ5wmtyZha1pp2405OT,259160.0,4.0
separate lives,stephen bishop,country,1994.0,violence,57.0,41A1eR06c1MIZwkfkME4z2,0.764,0.829,1.0,-5.261,1.0,0.0711,0.0459,0.000184,0.104,0.606,98.02,audio_features,0hIGUS1PQbv5NIrHIf6Fza,spotify:track:0hIGUS1PQbv5NIrHIf6Fza,https://api.spotify.com/v1/tracks/0hIGUS1PQbv5NIrHIf6Fza,https://api.spotify.com/v1/audio-analysis/0hIGUS1PQbv5NIrHIf6Fza,308569.0,4.0
somethin to dü,the replacements,country,1981.0,obscene,51.0,6bc3Z851377kU4Jd7xAyqJ,0.768,0.684,1.0,-7.826,0.0,0.0381,0.0422,4.8e-05,0.0854,0.964,140.298,audio_features,2CoGg71SqwNgriNkOLClae,spotify:track:2CoGg71SqwNgriNkOLClae,https://api.spotify.com/v1/tracks/2CoGg71SqwNgriNkOLClae,https://api.spotify.com/v1/audio-analysis/2CoGg71SqwNgriNkOLClae,234240.0,4.0
"or nah (feat. the weeknd, wiz khalifa & dj mustard)",ty dolla $ign,pop,2014.0,violence,65.0,7t2bFihaDvhIrd2gn2CWJO,0.509,0.627,2.0,-12.513,1.0,0.037,0.227,0.0,0.286,0.937,188.384,audio_features,74WfYekYIlUJK52HF27Vzb,spotify:track:74WfYekYIlUJK52HF27Vzb,https://api.spotify.com/v1/tracks/74WfYekYIlUJK52HF27Vzb,https://api.spotify.com/v1/audio-analysis/74WfYekYIlUJK52HF27Vzb,161373.0,4.0
descending,the black crowes,blues,1994.0,sadness,66.0,47VIOQHt2EJ05M1PwIhsBY,0.566,0.215,7.0,-11.319,1.0,0.0348,0.843,0.0,0.343,0.499,77.959,audio_features,6LVvlj9lLuyR9Qg4HryJrI,spotify:track:6LVvlj9lLuyR9Qg4HryJrI,https://api.spotify.com/v1/tracks/6LVvlj9lLuyR9Qg4HryJrI,https://api.spotify.com/v1/audio-analysis/6LVvlj9lLuyR9Qg4HryJrI,132573.0,3.0
my greatest fear,randy travis,country,1998.0,world/life,41.0,27K0NTi4jiLavC2buCg7KE,0.633,0.642,9.0,-8.678,1.0,0.0234,0.473,0.0274,0.0792,0.418,98.612,audio_features,2elAyF0DLb10MWj76pU6pP,spotify:track:2elAyF0DLb10MWj76pU6pP,https://api.spotify.com/v1/tracks/2elAyF0DLb10MWj76pU6pP,https://api.spotify.com/v1/audio-analysis/2elAyF0DLb10MWj76pU6pP,290964.0,4.0
don't tread on me,damn yankees,rock,1992.0,sadness,65.0,1gw3nz0tcMNwMO2ZwFT8OE,0.678,0.685,6.0,-10.854,0.0,0.0863,0.193,0.222,0.0847,0.359,101.914,audio_features,241F15l33UW1B2U98cotho,spotify:track:241F15l33UW1B2U98cotho,https://api.spotify.com/v1/tracks/241F15l33UW1B2U98cotho,https://api.spotify.com/v1/audio-analysis/241F15l33UW1B2U98cotho,194280.0,4.0
three rounds and a sound,blind pilot,pop,2011.0,violence,127.0,44BGoGw0sUc0Txh8Y4ZyFg,0.664,0.726,11.0,-8.692,0.0,0.0369,0.00909,0.000582,0.0192,0.961,123.037,audio_features,39kNd3YjHI2s8RBOcmtz0f,spotify:track:39kNd3YjHI2s8RBOcmtz0f,https://api.spotify.com/v1/tracks/39kNd3YjHI2s8RBOcmtz0f,https://api.spotify.com/v1/audio-analysis/39kNd3YjHI2s8RBOcmtz0f,193453.0,4.0
away rio,the kingston trio,rock,1962.0,sadness,57.0,3kETWJsuc2ZtrVnx1EUHzd,0.57,0.0726,9.0,-17.241,1.0,0.0884,0.961,0.0,0.0909,0.354,107.458,audio_features,5u3r67mBw1dGXsN73MNNn9,spotify:track:5u3r67mBw1dGXsN73MNNn9,https://api.spotify.com/v1/tracks/5u3r67mBw1dGXsN73MNNn9,https://api.spotify.com/v1/audio-analysis/5u3r67mBw1dGXsN73MNNn9,201587.0,4.0
i could fall in love,selena,pop,1995.0,sadness,61.0,3ACQkIMv6nGYHRpPGyS4BK,0.445,0.698,11.0,-5.74,1.0,0.0307,0.421,0.0331,0.107,0.521,174.709,audio_features,1k7o67gk8hle7UfwC4t7bo,spotify:track:1k7o67gk8hle7UfwC4t7bo,https://api.spotify.com/v1/tracks/1k7o67gk8hle7UfwC4t7bo,https://api.spotify.com/v1/audio-analysis/1k7o67gk8hle7UfwC4t7bo,247600.0,4.0
evil ways,graveyard,blues,2007.0,violence,54.0,0Ov7lkjwIG07yduENnYDMo,0.772,0.755,11.0,-7.375,0.0,0.132,0.256,0.0087,0.0963,0.89,133.136,audio_features,5QREkNN2kAKUsXppK9Vrcu,spotify:track:5QREkNN2kAKUsXppK9Vrcu,https://api.spotify.com/v1/tracks/5QREkNN2kAKUsXppK9Vrcu,https://api.spotify.com/v1/audio-analysis/5QREkNN2kAKUsXppK9Vrcu,386213.0,4.0
(you make me feel like) a natural woman,céline dion,pop,1996.0,feelings,77.0,6yfx76QsLGsfkaPoCFliZ5,0.736,0.333,9.0,-9.269,1.0,0.0267,0.825,0.000359,0.0945,0.231,107.669,audio_features,67qVKeLbL6IyHAeK5qoMzP,spotify:track:67qVKeLbL6IyHAeK5qoMzP,https://api.spotify.com/v1/tracks/67qVKeLbL6IyHAeK5qoMzP,https://api.spotify.com/v1/audio-analysis/67qVKeLbL6IyHAeK5qoMzP,248040.0,4.0
only,sublime with rome,reggae,2011.0,violence,41.0,4YbtI1eBf4RYNGw1foeiOu,0.508,0.905,9.0,-4.467,0.0,0.311,0.00972,0.0,0.342,0.212,160.627,audio_features,3vVkxjrTP4SM1Ogq68LoXW,spotify:track:3vVkxjrTP4SM1Ogq68LoXW,https://api.spotify.com/v1/tracks/3vVkxjrTP4SM1Ogq68LoXW,https://api.spotify.com/v1/audio-analysis/3vVkxjrTP4SM1Ogq68LoXW,167700.0,4.0
maniac,kid cudi,pop,2010.0,violence,112.0,6R4flNWy1pWkjzwg3TCDlM,0.532,0.75,11.0,-10.101,0.0,0.0458,0.0805,0.0102,0.164,0.582,121.872,audio_features,4FKvX77CY4m1zmnXfWwim4,spotify:track:4FKvX77CY4m1zmnXfWwim4,https://api.spotify.com/v1/tracks/4FKvX77CY4m1zmnXfWwim4,https://api.spotify.com/v1/audio-analysis/4FKvX77CY4m1zmnXfWwim4,212160.0,4.0
good mornin' life,dean martin,jazz,1958.0,world/life,80.0,3AnTfM2O5kUtlZfZ5O3hyB,0.477,0.686,6.0,-14.141,1.0,0.0406,0.0101,0.0118,0.0633,0.81,120.837,audio_features,0TGA69v94LfE6ZZNxLzROZ,spotify:track:0TGA69v94LfE6ZZNxLzROZ,https://api.spotify.com/v1/tracks/0TGA69v94LfE6ZZNxLzROZ,https://api.spotify.com/v1/audio-analysis/0TGA69v94LfE6ZZNxLzROZ,216827.0,4.0
the struggle discontinues,damian marley,reggae,2017.0,music,130.0,00WYhQfePiig46dGdKurff,0.311,0.501,5.0,-9.333,1.0,0.0435,0.192,0.0726,0.681,0.304,109.224,audio_features,0TzaZYgwpW6Znv6msEQ5ET,spotify:track:0TzaZYgwpW6Znv6msEQ5ET,https://api.spotify.com/v1/tracks/0TzaZYgwpW6Znv6msEQ5ET,https://api.spotify.com/v1/audio-analysis/0TzaZYgwpW6Znv6msEQ5ET,240267.0,4.0
wild life,wings,pop,1971.0,world/life,130.0,0DtItzol85j6j5F9j9V36Q,0.313,0.179,10.0,-17.928,1.0,0.0362,0.887,8.84e-05,0.127,0.449,146.57,audio_features,58Fvi9zFWZRZYBaywJri0H,spotify:track:58Fvi9zFWZRZYBaywJri0H,https://api.spotify.com/v1/tracks/58Fvi9zFWZRZYBaywJri0H,https://api.spotify.com/v1/audio-analysis/58Fvi9zFWZRZYBaywJri0H,119733.0,4.0
so aware,john brown's body,reggae,2008.0,sadness,74.0,417Tsbh8ZT6sZFunsW86zV,0.338,0.461,9.0,-10.74,0.0,0.0396,0.17,0.564,0.0927,0.351,126.698,audio_features,5TrfusgKC1BYic5LaWCoKm,spotify:track:5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/tracks/5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/audio-analysis/5TrfusgKC1BYic5LaWCoKm,620373.0,4.0
give me the right,elvis presley,rock,1961.0,night/time,24.0,6J2aa2t6SoYZbd6PSeN8th,0.778,0.37,5.0,-9.688,0.0,0.168,0.0838,1.4e-06,0.127,0.742,80.022,audio_features,6I7Rx2mZ9zARHGuPl7pye1,spotify:track:6I7Rx2mZ9zARHGuPl7pye1,https://api.spotify.com/v1/tracks/6I7Rx2mZ9zARHGuPl7pye1,https://api.spotify.com/v1/audio-analysis/6I7Rx2mZ9zARHGuPl7pye1,251000.0,4.0
you can't roller skate in a buffalo herd,roger miller,country,1991.0,night/time,91.0,4tTTwVxeUthDX37BUw1plJ,0.448,0.882,0.0,-6.861,1.0,0.0701,0.603,0.013,0.278,0.475,146.371,audio_features,4iOFENARPfS3d6P9rCQ2to,spotify:track:4iOFENARPfS3d6P9rCQ2to,https://api.spotify.com/v1/tracks/4iOFENARPfS3d6P9rCQ2to,https://api.spotify.com/v1/audio-analysis/4iOFENARPfS3d6P9rCQ2to,283400.0,4.0
whenever you come around,vince gill,country,1994.0,violence,75.0,3PHLZ5wmtyZha1pp2405OT,0.285,0.168,10.0,-14.964,1.0,0.0329,0.924,0.0,0.124,0.185,80.519,audio_features,09eQldP9e1ePBlc83Vylkm,spotify:track:09eQldP9e1ePBlc83Vylkm,https://api.spotify.com/v1/tracks/09eQldP9e1ePBlc83Vylkm,https://api.spotify.com/v1/audio-analysis/09eQldP9e1ePBlc83Vylkm,176480.0,3.0
sweet emotion,the kooks,rock,2014.0,romantic,43.0,0hIGUS1PQbv5NIrHIf6Fza,0.625,0.416,7.0,-10.282,1.0,0.0316,0.752,0.0,0.0853,0.833,149.44,audio_features,7oanidqUgZO3GxXugm2ucC,spotify:track:7oanidqUgZO3GxXugm2ucC,https://api.spotify.com/v1/tracks/7oanidqUgZO3GxXugm2ucC,https://api.spotify.com/v1/audio-analysis/7oanidqUgZO3GxXugm2ucC,142000.0,4.0
wait and see,iration,rock,2008.0,music,64.0,2CoGg71SqwNgriNkOLClae,0.745,0.771,4.0,-8.231,0.0,0.0755,0.00104,0.387,0.0574,0.752,95.623,audio_features,4SYMibQ93bfzOk6uzkF0dO,spotify:track:4SYMibQ93bfzOk6uzkF0dO,https://api.spotify.com/v1/tracks/4SYMibQ93bfzOk6uzkF0dO,https://api.spotify.com/v1/audio-analysis/4SYMibQ93bfzOk6uzkF0dO,230187.0,4.0
too good a memory,mark chesnutt,country,1990.0,sadness,80.0,74WfYekYIlUJK52HF27Vzb,0.788,0.576,5.0,-7.565,0.0,0.0531,0.0905,2.48e-05,0.161,0.74,87.929,audio_features,1OkKdAIxbM7Ic0dJ1rXw2W,spotify:track:1OkKdAIxbM7Ic0dJ1rXw2W,https://api.spotify.com/v1/tracks/1OkKdAIxbM7Ic0dJ1rXw2W,https://api.spotify.com/v1/audio-analysis/1OkKdAIxbM7Ic0dJ1rXw2W,283080.0,4.0
go on home,willie nelson,country,1966.0,music,31.0,6LVvlj9lLuyR9Qg4HryJrI,0.652,0.623,7.0,-7.422,1.0,0.28,0.162,0.0,0.374,0.498,171.928,audio_features,3jQdNmYNZxfJRwpi3Hd265,spotify:track:3jQdNmYNZxfJRwpi3Hd265,https://api.spotify.com/v1/tracks/3jQdNmYNZxfJRwpi3Hd265,https://api.spotify.com/v1/audio-analysis/3jQdNmYNZxfJRwpi3Hd265,189767.0,4.0
as the world falls down,david bowie,rock,1986.0,sadness,89.0,2elAyF0DLb10MWj76pU6pP,0.551,0.535,9.0,-8.004,0.0,0.143,0.659,2.69e-05,0.321,0.611,126.301,audio_features,7aHcoaN1I1ZxKmZrHO2X4M,spotify:track:7aHcoaN1I1ZxKmZrHO2X4M,https://api.spotify.com/v1/tracks/7aHcoaN1I1ZxKmZrHO2X4M,https://api.spotify.com/v1/audio-analysis/7aHcoaN1I1ZxKmZrHO2X4M,218027.0,4.0
i need more time,the meters,jazz,1995.0,world/life,30.0,241F15l33UW1B2U98cotho,0.477,0.474,2.0,-18.387,1.0,0.0371,0.28,0.461,0.0928,0.347,105.496,audio_features,5OLHaRhvUdVmv58yVkBMiK,spotify:track:5OLHaRhvUdVmv58yVkBMiK,https://api.spotify.com/v1/tracks/5OLHaRhvUdVmv58yVkBMiK,https://api.spotify.com/v1/audio-analysis/5OLHaRhvUdVmv58yVkBMiK,540800.0,4.0
better now,collective soul,rock,2004.0,world/life,37.0,39kNd3YjHI2s8RBOcmtz0f,0.438,0.592,6.0,-6.517,0.0,0.0285,0.0599,0.00409,0.115,0.256,139.05,audio_features,0r61QhigETeOXpl03u1nSV,spotify:track:0r61QhigETeOXpl03u1nSV,https://api.spotify.com/v1/tracks/0r61QhigETeOXpl03u1nSV,https://api.spotify.com/v1/audio-analysis/0r61QhigETeOXpl03u1nSV,395947.0,3.0
close to it all,melanie,pop,1968.0,sadness,62.0,5u3r67mBw1dGXsN73MNNn9,0.712,0.235,7.0,-17.968,0.0,0.0389,0.909,0.815,0.081,0.704,147.09,audio_features,2GXNOmYn3EAf7xcFZsgg1P,spotify:track:2GXNOmYn3EAf7xcFZsgg1P,https://api.spotify.com/v1/tracks/2GXNOmYn3EAf7xcFZsgg1P,https://api.spotify.com/v1/audio-analysis/2GXNOmYn3EAf7xcFZsgg1P,145200.0,4.0
downtown tonight,tyler bryant & the shakedown,blues,2013.0,night/time,77.0,1k7o67gk8hle7UfwC4t7bo,0.46,0.445,7.0,-12.877,1.0,0.141,0.5,0.000125,0.323,0.433,165.545,audio_features,74hM58NEw4o6SNKqBBI7IL,spotify:track:74hM58NEw4o6SNKqBBI7IL,https://api.spotify.com/v1/tracks/74hM58NEw4o6SNKqBBI7IL,https://api.spotify.com/v1/audio-analysis/74hM58NEw4o6SNKqBBI7IL,227507.0,4.0
money,easy star all-stars,reggae,2003.0,obscene,180.0,5QREkNN2kAKUsXppK9Vrcu,0.798,0.219,5.0,-14.195,0.0,0.0565,0.955,0.000299,0.12,0.666,76.794,audio_features,3vXRZhHnVB3Z5scbRgH1ah,spotify:track:3vXRZhHnVB3Z5scbRgH1ah,https://api.spotify.com/v1/tracks/3vXRZhHnVB3Z5scbRgH1ah,https://api.spotify.com/v1/audio-analysis/3vXRZhHnVB3Z5scbRgH1ah,156493.0,4.0
yours and mine,kyle park,country,2005.0,world/life,46.0,67qVKeLbL6IyHAeK5qoMzP,0.781,0.726,10.0,-5.733,0.0,0.102,0.241,0.00204,0.0764,0.961,74.995,audio_features,6wxGZ8D8lAuJpocaTAVVyL,spotify:track:6wxGZ8D8lAuJpocaTAVVyL,https://api.spotify.com/v1/tracks/6wxGZ8D8lAuJpocaTAVVyL,https://api.spotify.com/v1/audio-analysis/6wxGZ8D8lAuJpocaTAVVyL,247720.0,4.0
anarchist,yungblud,rock,2018.0,obscene,37.0,3vVkxjrTP4SM1Ogq68LoXW,0.576,0.782,6.0,-11.324,1.0,0.0309,0.117,0.208,0.0261,0.967,107.859,audio_features,0C4CdjZponKJGIaTvLVP53,spotify:track:0C4CdjZponKJGIaTvLVP53,https://api.spotify.com/v1/tracks/0C4CdjZponKJGIaTvLVP53,https://api.spotify.com/v1/audio-analysis/0C4CdjZponKJGIaTvLVP53,249693.0,4.0
primitive,the cramps,blues,1981.0,world/life,32.0,4FKvX77CY4m1zmnXfWwim4,0.234,0.108,9.0,-18.925,1.0,0.0364,0.888,4.29e-06,0.204,0.0762,138.577,audio_features,4nGdWMAi7zChqNfuMzUHxc,spotify:track:4nGdWMAi7zChqNfuMzUHxc,https://api.spotify.com/v1/tracks/4nGdWMAi7zChqNfuMzUHxc,https://api.spotify.com/v1/audio-analysis/4nGdWMAi7zChqNfuMzUHxc,328040.0,4.0
blood and roses,the smithereens,pop,1986.0,violence,56.0,0TGA69v94LfE6ZZNxLzROZ,0.54,0.724,6.0,-4.884,1.0,0.0446,0.16,3.35e-05,0.0341,0.549,80.992,audio_features,4ggPIxXwOWReIBfyCVW8QI,spotify:track:4ggPIxXwOWReIBfyCVW8QI,https://api.spotify.com/v1/tracks/4ggPIxXwOWReIBfyCVW8QI,https://api.spotify.com/v1/audio-analysis/4ggPIxXwOWReIBfyCVW8QI,243467.0,4.0
it's impossible,perry como,pop,1975.0,world/life,43.0,0TzaZYgwpW6Znv6msEQ5ET,0.607,0.565,5.0,-10.347,0.0,0.0412,0.348,0.672,0.0673,0.817,92.948,audio_features,5nCvxR7ur71JZIOUjJITTj,spotify:track:5nCvxR7ur71JZIOUjJITTj,https://api.spotify.com/v1/tracks/5nCvxR7ur71JZIOUjJITTj,https://api.spotify.com/v1/audio-analysis/5nCvxR7ur71JZIOUjJITTj,326187.0,4.0
you were only fooling (while i was falling in love),patsy cline,country,1962.0,sadness,13.0,58Fvi9zFWZRZYBaywJri0H,0.576,0.738,4.0,-4.505,0.0,0.0273,0.0221,0.0354,0.122,0.365,78.006,audio_features,6AXIgQRvorhGyeBM0Jby9E,spotify:track:6AXIgQRvorhGyeBM0Jby9E,https://api.spotify.com/v1/tracks/6AXIgQRvorhGyeBM0Jby9E,https://api.spotify.com/v1/audio-analysis/6AXIgQRvorhGyeBM0Jby9E,198573.0,4.0
child in time,deep purple,blues,1970.0,violence,60.0,5TrfusgKC1BYic5LaWCoKm,0.295,0.583,4.0,-8.513,1.0,0.0415,0.292,4.61e-06,0.0915,0.379,150.593,audio_features,42qCWNVGjcCYNVPBInBLMe,spotify:track:42qCWNVGjcCYNVPBInBLMe,https://api.spotify.com/v1/tracks/42qCWNVGjcCYNVPBInBLMe,https://api.spotify.com/v1/audio-analysis/42qCWNVGjcCYNVPBInBLMe,430067.0,4.0
