Song_title,Artist,genre,release_date,topic,len,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
drifter,iron maiden,rock,1981.0,music,61.0,2NkdygcRLPr4vqo6NVObfV,0.514,0.605,7.0,-5.363,1.0,0.0337,0.774,2.91e-06,0.121,0.409,120.894,audio_features,0WHi11uzahqpEtPGYCW6oQ,spotify:track:0WHi11uzahqpEtPGYCW6oQ,https://api.spotify.com/v1/tracks/0WHi11uzahqpEtPGYCW6oQ,https://api.spotify.com/v1/audio-analysis/0WHi11uzahqpEtPGYCW6oQ,185123.0,4.0
life's too short to love like that,faith hill,country,1993.0,world/life,76.0,0oHecj4oBPKj9Y8ZQ2INIs,0.602,0.455,7.0,-15.298,1.0,0.0392,0.787,0.793,0.0679,0.754,92.037,audio_features,6ydWUkitVqMOvXWuZl9CDm,spotify:track:6ydWUkitVqMOvXWuZl9CDm,https://api.spotify.com/v1/tracks/6ydWUkitVqMOvXWuZl9CDm,https://api.spotify.com/v1/audio-analysis/6ydWUkitVqMOvXWuZl9CDm,408467.0,4.0
"touch me, lord jesus",lavern baker,pop,1959.0,romantic,44.0,6mixzelbpzfYfQzev93TmH,0.501,0.668,0.0,-10.414,1.0,0.0419,0.33,0.0,0.14,0.639,170.476,audio_features,4Emi0Nm370izPkAh84TOs2,spotify:track:4Emi0Nm370izPkAh84TOs2,https://api.spotify.com/v1/tracks/4Emi0Nm370izPkAh84TOs2,https://api.spotify.com/v1/audio-analysis/4Emi0Nm370izPkAh84TOs2,177533.0,4.0
say yes,floetry,pop,2002.0,night/time,75.0,2fE4MbwX3QGMzNaMjGVhtw,0.651,0.402,11.0,-9.303,1.0,0.028,0.639,7.73e-05,0.0765,0.258,119.873,audio_features,3AoeaZs8dFemFJr3JdzOL0,spotify:track:3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/audio-analysis/3AoeaZs8dFemFJr3JdzOL0,345600.0,4.0
barton hollow,the civil wars,pop,2011.0,violence,62.0,6ZOBY9RG2tcxXX0ohKtfRc,0.568,0.472,9.0,-11.23,1.0,0.0357,0.278,1.27e-05,0.322,0.793,135.343,audio_features,50pAZTEtKGt2oAguhBrnF7,spotify:track:50pAZTEtKGt2oAguhBrnF7,https://api.spotify.com/v1/tracks/50pAZTEtKGt2oAguhBrnF7,https://api.spotify.com/v1/audio-analysis/50pAZTEtKGt2oAguhBrnF7,172893.0,4.0
my own way,duran duran,pop,1982.0,obscene,29.0,3rbIgWZMXLqOdqpY7XuzVz,0.604,0.525,10.0,-9.661,0.0,0.134,0.0294,7.4e-06,0.334,0.5,117.144,audio_features,6p5zh0HCAeE5WkWAxSxjeg,spotify:track:6p5zh0HCAeE5WkWAxSxjeg,https://api.spotify.com/v1/tracks/6p5zh0HCAeE5WkWAxSxjeg,https://api.spotify.com/v1/audio-analysis/6p5zh0HCAeE5WkWAxSxjeg,154747.0,4.0
street hop 2010,"royce da 5'9""",hip hop,2009.0,obscene,143.0,2M6Lr6wmkOUFVLkHQDtFCx,0.559,0.251,7.0,-13.224,1.0,0.027,0.869,0.00543,0.143,0.168,82.951,audio_features,67sIOix8lfDyBEuoeLa1Zn,spotify:track:67sIOix8lfDyBEuoeLa1Zn,https://api.spotify.com/v1/tracks/67sIOix8lfDyBEuoeLa1Zn,https://api.spotify.com/v1/audio-analysis/67sIOix8lfDyBEuoeLa1Zn,202107.0,4.0
moonlight lover,joya landis,reggae,1968.0,romantic,21.0,499BkazqbTBY2JWeCAxKdl,0.686,0.826,5.0,-4.472,1.0,0.0714,0.134,0.931,0.144,0.825,106.047,audio_features,7qxoIEmslOp25G7c2LDaUy,spotify:track:7qxoIEmslOp25G7c2LDaUy,https://api.spotify.com/v1/tracks/7qxoIEmslOp25G7c2LDaUy,https://api.spotify.com/v1/audio-analysis/7qxoIEmslOp25G7c2LDaUy,214733.0,4.0
shadow,soja,reggae,2014.0,violence,101.0,315y04BRSEmBphhEOBaohn,0.587,0.559,7.0,-15.815,1.0,0.0317,0.00293,0.0048,0.175,0.689,110.308,audio_features,2IkuJq9ziF1AU1XTfw6RE0,spotify:track:2IkuJq9ziF1AU1XTfw6RE0,https://api.spotify.com/v1/tracks/2IkuJq9ziF1AU1XTfw6RE0,https://api.spotify.com/v1/audio-analysis/2IkuJq9ziF1AU1XTfw6RE0,214373.0,4.0
night nurse,gregory isaacs,reggae,1982.0,night/time,63.0,4DQttwipnILl88cru3BRZx,0.413,0.973,11.0,-4.881,1.0,0.0697,0.0311,0.0,0.378,0.728,131.312,audio_features,6KslbFskfJ9Ox01MECo1zr,spotify:track:6KslbFskfJ9Ox01MECo1zr,https://api.spotify.com/v1/tracks/6KslbFskfJ9Ox01MECo1zr,https://api.spotify.com/v1/audio-analysis/6KslbFskfJ9Ox01MECo1zr,119253.0,4.0
the black swan,nina simone,blues,1963.0,violence,54.0,2mfnzSyse5G5uKyxbZn97Q,0.594,0.777,5.0,-5.416,0.0,0.0491,0.732,1.28e-06,0.283,0.668,103.901,audio_features,0xobZv425cgZbr6Z7Kqvbn,spotify:track:0xobZv425cgZbr6Z7Kqvbn,https://api.spotify.com/v1/tracks/0xobZv425cgZbr6Z7Kqvbn,https://api.spotify.com/v1/audio-analysis/0xobZv425cgZbr6Z7Kqvbn,180747.0,4.0
silly crush,masaki matsubara,pop,1983.0,sadness,102.0,44MAe7e2MbOPLnP3XWC8ie,0.83,0.303,4.0,-16.004,1.0,0.0371,0.13,0.000447,0.0825,0.882,96.752,audio_features,42eZC1LaQ3qioZWVLisVT6,spotify:track:42eZC1LaQ3qioZWVLisVT6,https://api.spotify.com/v1/tracks/42eZC1LaQ3qioZWVLisVT6,https://api.spotify.com/v1/audio-analysis/42eZC1LaQ3qioZWVLisVT6,207240.0,4.0
moonlight bay,the drifters,pop,1958.0,music,37.0,2Bw9tGndnbkmfsdvvCQ68m,0.461,0.993,5.0,-5.641,0.0,0.176,2.19e-06,0.882,0.671,0.0637,125.966,audio_features,7ACpu63dW8qZlF9dr3BMRg,spotify:track:7ACpu63dW8qZlF9dr3BMRg,https://api.spotify.com/v1/tracks/7ACpu63dW8qZlF9dr3BMRg,https://api.spotify.com/v1/audio-analysis/7ACpu63dW8qZlF9dr3BMRg,175787.0,1.0
two hearts,special efx,jazz,2001.0,world/life,111.0,1Iuxeix4vUhGrHgu7FTp4z,0.751,0.599,5.0,-7.408,1.0,0.0306,0.395,0.000416,0.0669,0.641,130.37,audio_features,6bMzk6GcZpkQBdlh9e1mV3,spotify:track:6bMzk6GcZpkQBdlh9e1mV3,https://api.spotify.com/v1/tracks/6bMzk6GcZpkQBdlh9e1mV3,https://api.spotify.com/v1/audio-analysis/6bMzk6GcZpkQBdlh9e1mV3,185533.0,4.0
shoeshine boy,eddie kendricks,jazz,1974.0,world/life,58.0,1vIsPpjkRBJyFBbYdQNopN,0.569,0.554,9.0,-7.177,1.0,0.0326,0.11,0.00356,0.0751,0.508,74.632,audio_features,2iok3Hlq83wPpozj3hnY41,spotify:track:2iok3Hlq83wPpozj3hnY41,https://api.spotify.com/v1/tracks/2iok3Hlq83wPpozj3hnY41,https://api.spotify.com/v1/audio-analysis/2iok3Hlq83wPpozj3hnY41,321627.0,4.0
lorena,john hartford,country,1984.0,world/life,118.0,1FGs5aidfaFFH55Ob1Ovwq,0.479,0.936,6.0,-4.367,0.0,0.0336,1.49e-05,1.63e-05,0.221,0.651,99.839,audio_features,6tNeHmedp9qo3BsBp5zOPe,spotify:track:6tNeHmedp9qo3BsBp5zOPe,https://api.spotify.com/v1/tracks/6tNeHmedp9qo3BsBp5zOPe,https://api.spotify.com/v1/audio-analysis/6tNeHmedp9qo3BsBp5zOPe,219800.0,4.0
vertigo,khalid,pop,2018.0,sadness,136.0,7stcuQtnHL7C6XdPvpwywv,0.657,0.786,8.0,-5.518,1.0,0.0575,0.0581,1.04e-06,0.106,0.684,142.008,audio_features,2OYpYgnFQbpcKprgJuUyRT,spotify:track:2OYpYgnFQbpcKprgJuUyRT,https://api.spotify.com/v1/tracks/2OYpYgnFQbpcKprgJuUyRT,https://api.spotify.com/v1/audio-analysis/2OYpYgnFQbpcKprgJuUyRT,295159.0,4.0
tooth fang & claw,ted nugent,blues,2012.0,world/life,152.0,0ScmNrag3S0b1hCP1lFdkL,0.229,0.274,10.0,-12.961,1.0,0.0316,0.761,0.00359,0.106,0.261,89.769,audio_features,4OVxbjasAyR6rkSKhKYcmo,spotify:track:4OVxbjasAyR6rkSKhKYcmo,https://api.spotify.com/v1/tracks/4OVxbjasAyR6rkSKhKYcmo,https://api.spotify.com/v1/audio-analysis/4OVxbjasAyR6rkSKhKYcmo,156333.0,3.0
brave man's death,j. roddy walston & the business,blues,2010.0,violence,173.0,28yrZfyU2s2S19quJ7hC8u,0.409,0.445,11.0,-9.524,1.0,0.0449,0.787,0.0,0.422,0.823,136.48,audio_features,2s1nSAy8VCZ0hRwmAafkwk,spotify:track:2s1nSAy8VCZ0hRwmAafkwk,https://api.spotify.com/v1/tracks/2s1nSAy8VCZ0hRwmAafkwk,https://api.spotify.com/v1/audio-analysis/2s1nSAy8VCZ0hRwmAafkwk,147400.0,4.0
all day all night,ziggy marley & the melody makers,reggae,1999.0,world/life,51.0,5LSvl02VnBDcJ3Ib10B8j0,0.4,0.75,2.0,-10.896,1.0,0.0367,0.00285,5.26e-05,0.173,0.698,155.226,audio_features,6DFFjt2qZow1rPDJhBufly,spotify:track:6DFFjt2qZow1rPDJhBufly,https://api.spotify.com/v1/tracks/6DFFjt2qZow1rPDJhBufly,https://api.spotify.com/v1/audio-analysis/6DFFjt2qZow1rPDJhBufly,310933.0,4.0
broken hearted blues,t. rex,blues,1973.0,music,47.0,3G1hwb6Okt7Ij3Auv3TDRD,0.781,0.606,10.0,-17.072,0.0,0.225,0.0629,3.13e-05,0.0932,0.501,101.696,audio_features,7cN0rStYIr5nrTrhiN4UoS,spotify:track:7cN0rStYIr5nrTrhiN4UoS,https://api.spotify.com/v1/tracks/7cN0rStYIr5nrTrhiN4UoS,https://api.spotify.com/v1/audio-analysis/7cN0rStYIr5nrTrhiN4UoS,216467.0,4.0
"woman, sensuous woman",mark chesnutt,country,1993.0,world/life,65.0,0wYDjLEGmgMIRfgDQsBRxg,0.661,0.308,5.0,-9.573,1.0,0.0321,0.827,0.0,0.141,0.576,142.454,audio_features,2C06Q7glSZhQCEMNIY2CUm,spotify:track:2C06Q7glSZhQCEMNIY2CUm,https://api.spotify.com/v1/tracks/2C06Q7glSZhQCEMNIY2CUm,https://api.spotify.com/v1/audio-analysis/2C06Q7glSZhQCEMNIY2CUm,149427.0,4.0
experience,gentle giant,jazz,1973.0,world/life,64.0,1duHe3stbXDV37kUuukqmo,0.476,0.363,1.0,-10.706,1.0,0.0296,0.2,0.0,0.055,0.243,164.555,audio_features,3ascnOSOR5MX901ylGuhcl,spotify:track:3ascnOSOR5MX901ylGuhcl,https://api.spotify.com/v1/tracks/3ascnOSOR5MX901ylGuhcl,https://api.spotify.com/v1/audio-analysis/3ascnOSOR5MX901ylGuhcl,231067.0,3.0
get outta my car,hasil adkins,blues,2007.0,obscene,123.0,33xkDP7Dvneo7AqXDtpuBV,0.576,0.619,9.0,-10.784,0.0,0.0389,0.082,1.28e-06,0.101,0.614,91.226,audio_features,3VBNGYEDZKzcRKvQh7rFdp,spotify:track:3VBNGYEDZKzcRKvQh7rFdp,https://api.spotify.com/v1/tracks/3VBNGYEDZKzcRKvQh7rFdp,https://api.spotify.com/v1/audio-analysis/3VBNGYEDZKzcRKvQh7rFdp,237107.0,4.0
summer depression,girl in red,pop,2018.0,music,86.0,3SEZEyvEALlomED5xFeqOs,0.593,0.779,8.0,-4.269,0.0,0.0429,0.0419,0.0,0.312,0.443,124.539,audio_features,7utenMA93Ldpg9O5oC6AP4,spotify:track:7utenMA93Ldpg9O5oC6AP4,https://api.spotify.com/v1/tracks/7utenMA93Ldpg9O5oC6AP4,https://api.spotify.com/v1/audio-analysis/7utenMA93Ldpg9O5oC6AP4,234503.0,4.0
little talks,of monsters and men,pop,2012.0,violence,108.0,2ihCaVdNZmnHZWt0fvAM7B,0.497,0.937,10.0,-4.595,1.0,0.483,0.649,0.0,0.862,0.607,81.267,audio_features,4KhaXeZINOtnYabfU2IERI,spotify:track:4KhaXeZINOtnYabfU2IERI,https://api.spotify.com/v1/tracks/4KhaXeZINOtnYabfU2IERI,https://api.spotify.com/v1/audio-analysis/4KhaXeZINOtnYabfU2IERI,217529.0,3.0
that's how strong my love is,the youngbloods,pop,1971.0,feelings,56.0,7B9SZgZV8fx6wCitobsRDi,0.679,0.796,2.0,-5.604,1.0,0.0264,0.154,0.00144,0.305,0.862,121.943,audio_features,0cYRuiM5eqOawt3AA3Peix,spotify:track:0cYRuiM5eqOawt3AA3Peix,https://api.spotify.com/v1/tracks/0cYRuiM5eqOawt3AA3Peix,https://api.spotify.com/v1/audio-analysis/0cYRuiM5eqOawt3AA3Peix,179760.0,4.0
radar,morphine,blues,1995.0,world/life,45.0,5mpGhnhI18k7ls12GUbZj8,0.484,0.724,9.0,-5.007,1.0,0.0431,0.333,0.0,0.109,0.245,137.733,audio_features,1g1fFYQZvi07xJbeLw6Sbd,spotify:track:1g1fFYQZvi07xJbeLw6Sbd,https://api.spotify.com/v1/tracks/1g1fFYQZvi07xJbeLw6Sbd,https://api.spotify.com/v1/audio-analysis/1g1fFYQZvi07xJbeLw6Sbd,239240.0,4.0
100 years,five for fighting,pop,1997.0,world/life,65.0,2lFlveK1y13WWp3vnQtrr3,0.588,0.431,8.0,-11.881,1.0,0.0341,0.24,0.0,0.057,0.558,104.394,audio_features,1HhnAW1ghWV6NlLsV9wwG5,spotify:track:1HhnAW1ghWV6NlLsV9wwG5,https://api.spotify.com/v1/tracks/1HhnAW1ghWV6NlLsV9wwG5,https://api.spotify.com/v1/audio-analysis/1HhnAW1ghWV6NlLsV9wwG5,198267.0,4.0
trust in me,etta james,blues,1960.0,world/life,38.0,5Zu9mG353GB3p26t7M5AmR,0.509,0.403,2.0,-9.862,1.0,0.0299,0.619,0.000496,0.383,0.0838,117.241,audio_features,30JUrbIq4PsRjIvDz8freE,spotify:track:30JUrbIq4PsRjIvDz8freE,https://api.spotify.com/v1/tracks/30JUrbIq4PsRjIvDz8freE,https://api.spotify.com/v1/audio-analysis/30JUrbIq4PsRjIvDz8freE,256000.0,4.0
shocking out,ini kamoze,reggae,1988.0,violence,57.0,2RnzVqhjN1jaXtU8UElyz6,0.784,0.502,9.0,-6.406,1.0,0.0282,0.0874,1.88e-06,0.0662,0.658,116.056,audio_features,02RuKOK86Bp9Z7hBYaS73I,spotify:track:02RuKOK86Bp9Z7hBYaS73I,https://api.spotify.com/v1/tracks/02RuKOK86Bp9Z7hBYaS73I,https://api.spotify.com/v1/audio-analysis/02RuKOK86Bp9Z7hBYaS73I,282547.0,4.0
the legend of bonnie and clyde,merle haggard,country,1968.0,violence,61.0,1nDwzxvHmEr29eSccXNCoZ,0.522,0.641,5.0,-8.013,0.0,0.0562,0.117,0.0,0.0825,0.357,150.877,audio_features,7ytES33eLYS9WaZLKqWfYM,spotify:track:7ytES33eLYS9WaZLKqWfYM,https://api.spotify.com/v1/tracks/7ytES33eLYS9WaZLKqWfYM,https://api.spotify.com/v1/audio-analysis/7ytES33eLYS9WaZLKqWfYM,257427.0,4.0
(ghost) riders in the sky,chris ledoux,country,1991.0,violence,90.0,3HxTZqOSnu6oSFkkzDIguN,0.283,0.762,4.0,-7.158,0.0,0.0418,0.000726,0.000216,0.157,0.285,138.809,audio_features,2p9T91FkjUDksxHpWqGXCs,spotify:track:2p9T91FkjUDksxHpWqGXCs,https://api.spotify.com/v1/tracks/2p9T91FkjUDksxHpWqGXCs,https://api.spotify.com/v1/audio-analysis/2p9T91FkjUDksxHpWqGXCs,242427.0,4.0
i want out,helloween,rock,1988.0,world/life,32.0,5VZwMq6yaFb04PCTfdNY3K,0.682,0.775,7.0,-8.17,1.0,0.309,0.151,0.0,0.426,0.674,186.732,audio_features,3Xta2QX2nhBx8hj0xIyykx,spotify:track:3Xta2QX2nhBx8hj0xIyykx,https://api.spotify.com/v1/tracks/3Xta2QX2nhBx8hj0xIyykx,https://api.spotify.com/v1/audio-analysis/3Xta2QX2nhBx8hj0xIyykx,210333.0,4.0
waiting for you,grizfolk,rock,2015.0,night/time,97.0,6P0dI2yAf2cmg4UrCcStwE,0.677,0.66,4.0,-11.944,0.0,0.0554,0.141,1.71e-05,0.0583,0.853,91.67,audio_features,1QliJDK4wqap7ftt3VPiTn,spotify:track:1QliJDK4wqap7ftt3VPiTn,https://api.spotify.com/v1/tracks/1QliJDK4wqap7ftt3VPiTn,https://api.spotify.com/v1/audio-analysis/1QliJDK4wqap7ftt3VPiTn,246120.0,4.0
$50 dollars and a flask of crown,bleu edmondson,country,2008.0,violence,8.0,5IfdDiOJitysgex3qEL0bn,0.662,0.389,7.0,-11.302,1.0,0.0354,0.848,0.173,0.121,0.648,176.016,audio_features,6RfQi0Kl57AKnIs0ykm6Cn,spotify:track:6RfQi0Kl57AKnIs0ykm6Cn,https://api.spotify.com/v1/tracks/6RfQi0Kl57AKnIs0ykm6Cn,https://api.spotify.com/v1/audio-analysis/6RfQi0Kl57AKnIs0ykm6Cn,190547.0,4.0
walk of shame,deap vally,blues,2013.0,sadness,60.0,0Hhv6SzITkL76cnDfVtl8u,0.798,0.824,4.0,-8.363,1.0,0.0527,0.00359,0.0519,0.08,0.632,130.081,audio_features,0Nk87FwUbe8EDChiGqR1pM,spotify:track:0Nk87FwUbe8EDChiGqR1pM,https://api.spotify.com/v1/tracks/0Nk87FwUbe8EDChiGqR1pM,https://api.spotify.com/v1/audio-analysis/0Nk87FwUbe8EDChiGqR1pM,250560.0,1.0
all day all night,moon taxi,rock,2015.0,night/time,77.0,1dv9NZzzUeuMRwqqnsWbyW,0.278,0.759,7.0,-6.879,0.0,0.0511,0.0168,0.0462,0.11,0.0375,111.582,audio_features,5lSWKx4mz7nsolvPakTpKN,spotify:track:5lSWKx4mz7nsolvPakTpKN,https://api.spotify.com/v1/tracks/5lSWKx4mz7nsolvPakTpKN,https://api.spotify.com/v1/audio-analysis/5lSWKx4mz7nsolvPakTpKN,273267.0,4.0
tetrastructural minds,vektor,jazz,2011.0,violence,108.0,7vuI7MKPrRX3vPbsft78qz,0.428,0.293,7.0,-10.303,1.0,0.0332,0.644,0.0,0.473,0.483,116.335,audio_features,1yTi6FoVmq8FrfbHIdN2z9,spotify:track:1yTi6FoVmq8FrfbHIdN2z9,https://api.spotify.com/v1/tracks/1yTi6FoVmq8FrfbHIdN2z9,https://api.spotify.com/v1/audio-analysis/1yTi6FoVmq8FrfbHIdN2z9,118133.0,4.0
opiate,tool,rock,1992.0,violence,50.0,6iQDmWrbrMQ0vPfbKqqvKU,0.515,0.682,11.0,-10.916,0.0,0.0592,0.0399,0.0,0.307,0.792,134.739,audio_features,54hXmCP9O9ymPjFwdtY6nW,spotify:track:54hXmCP9O9ymPjFwdtY6nW,https://api.spotify.com/v1/tracks/54hXmCP9O9ymPjFwdtY6nW,https://api.spotify.com/v1/audio-analysis/54hXmCP9O9ymPjFwdtY6nW,165240.0,4.0
four kicks,kings of leon,rock,2004.0,obscene,31.0,6OfJncsfsDNIEFGFeoDMjH,0.735,0.544,0.0,-6.921,1.0,0.032,0.743,0.000303,0.179,0.78,99.219,audio_features,1atohBdKCLDEp7ZlkkOVpT,spotify:track:1atohBdKCLDEp7ZlkkOVpT,https://api.spotify.com/v1/tracks/1atohBdKCLDEp7ZlkkOVpT,https://api.spotify.com/v1/audio-analysis/1atohBdKCLDEp7ZlkkOVpT,134907.0,4.0
way out,krizz kaliko,country,2012.0,obscene,112.0,3o6czypA1UALB6BLv4f41F,0.224,0.122,2.0,-16.766,1.0,0.036,0.985,0.0206,0.111,0.0952,82.277,audio_features,6YRVj7ZJyFrr6tso0QV15e,spotify:track:6YRVj7ZJyFrr6tso0QV15e,https://api.spotify.com/v1/tracks/6YRVj7ZJyFrr6tso0QV15e,https://api.spotify.com/v1/audio-analysis/6YRVj7ZJyFrr6tso0QV15e,235760.0,4.0
sometimes,flamin' groovies,pop,1976.0,sadness,34.0,3H7HVXeBqlLRUikmHY0zwj,0.559,0.828,0.0,-5.235,0.0,0.0268,9.53e-05,0.403,0.448,0.813,130.992,audio_features,2ASvWByq34yc6q0NJbBcvv,spotify:track:2ASvWByq34yc6q0NJbBcvv,https://api.spotify.com/v1/tracks/2ASvWByq34yc6q0NJbBcvv,https://api.spotify.com/v1/audio-analysis/2ASvWByq34yc6q0NJbBcvv,211093.0,4.0
soulin,j.j. cale,blues,1972.0,obscene,20.0,1hyfn1qgxUt9VkoqmKuaiF,0.338,0.908,2.0,-12.975,1.0,0.0728,0.0431,0.0411,0.557,0.578,185.464,audio_features,52VqfBcEXd6NCgF6K9ocDE,spotify:track:52VqfBcEXd6NCgF6K9ocDE,https://api.spotify.com/v1/tracks/52VqfBcEXd6NCgF6K9ocDE,https://api.spotify.com/v1/audio-analysis/52VqfBcEXd6NCgF6K9ocDE,194000.0,4.0
i can't love you back,easton corbin,country,2010.0,world/life,36.0,7tK1fO2PVs80OnVB1RSa89,0.27,0.5,2.0,-8.373,1.0,0.0318,0.71,0.0,0.132,0.439,140.087,audio_features,4mbPAjec0PajWS8gVlA4KZ,spotify:track:4mbPAjec0PajWS8gVlA4KZ,https://api.spotify.com/v1/tracks/4mbPAjec0PajWS8gVlA4KZ,https://api.spotify.com/v1/audio-analysis/4mbPAjec0PajWS8gVlA4KZ,157480.0,4.0
possession,iron butterfly,blues,1968.0,sadness,8.0,2mDsXSWfqY8AHVsE7xWSHk,0.838,0.705,5.0,-5.201,0.0,0.0449,0.0184,1.82e-05,0.102,0.583,119.953,audio_features,3OtMnyUaiipcAT23A8liyi,spotify:track:3OtMnyUaiipcAT23A8liyi,https://api.spotify.com/v1/tracks/3OtMnyUaiipcAT23A8liyi,https://api.spotify.com/v1/audio-analysis/3OtMnyUaiipcAT23A8liyi,242520.0,4.0
journey to a rainbow,chuck mangione,jazz,1973.0,sadness,51.0,61KSeCWLtRzItnASMbwaW8,0.518,0.375,2.0,-8.083,1.0,0.0302,0.709,0.00214,0.119,0.414,133.606,audio_features,23Ry7IvrU6JBcxkpdqsPaw,spotify:track:23Ry7IvrU6JBcxkpdqsPaw,https://api.spotify.com/v1/tracks/23Ry7IvrU6JBcxkpdqsPaw,https://api.spotify.com/v1/audio-analysis/23Ry7IvrU6JBcxkpdqsPaw,220093.0,4.0
since i don't have you,the skyliners,pop,1986.0,sadness,14.0,7lsnsM39mjdDKEbge48Ezx,0.37,0.996,6.0,-4.793,1.0,0.146,2.49e-05,0.114,0.0781,0.184,124.159,audio_features,3tpZGughvVt9faNl89jzj4,spotify:track:3tpZGughvVt9faNl89jzj4,https://api.spotify.com/v1/tracks/3tpZGughvVt9faNl89jzj4,https://api.spotify.com/v1/audio-analysis/3tpZGughvVt9faNl89jzj4,100507.0,4.0
a reunion,gentle giant,jazz,1973.0,world/life,45.0,5BdmUArToVHIEeL0xWTIzG,0.646,0.31,0.0,-14.96,0.0,0.0332,0.738,0.0322,0.116,0.138,120.109,audio_features,5Sn6Y8issK03pGwogiGexa,spotify:track:5Sn6Y8issK03pGwogiGexa,https://api.spotify.com/v1/tracks/5Sn6Y8issK03pGwogiGexa,https://api.spotify.com/v1/audio-analysis/5Sn6Y8issK03pGwogiGexa,246600.0,4.0
takin it to the streets,quincy jones,jazz,1978.0,violence,142.0,2tJlmd4NX5hTHqFhrcG2Ak,0.524,0.365,8.0,-13.436,1.0,0.0437,0.4,0.000435,0.108,0.592,85.659,audio_features,19AE85xII1CHMeGoDmlmlB,spotify:track:19AE85xII1CHMeGoDmlmlB,https://api.spotify.com/v1/tracks/19AE85xII1CHMeGoDmlmlB,https://api.spotify.com/v1/audio-analysis/19AE85xII1CHMeGoDmlmlB,574467.0,4.0
take these chains from my heart,ray price,country,1966.0,sadness,34.0,4VZCtnfparhJ3W9wo48HZq,0.495,0.376,8.0,-7.821,1.0,0.0774,0.753,0.0,0.113,0.806,149.79,audio_features,2nAYfNIPInDG38ygpHyHUx,spotify:track:2nAYfNIPInDG38ygpHyHUx,https://api.spotify.com/v1/tracks/2nAYfNIPInDG38ygpHyHUx,https://api.spotify.com/v1/audio-analysis/2nAYfNIPInDG38ygpHyHUx,136587.0,4.0
we will rise,dirty heads,reggae,2012.0,violence,72.0,3fJbcbfg5vMf9elHLPwuKu,0.322,0.971,5.0,-5.083,0.0,0.053,3.28e-05,0.0,0.291,0.451,137.431,audio_features,1X1XDc35sbtcUeTzKatuYf,spotify:track:1X1XDc35sbtcUeTzKatuYf,https://api.spotify.com/v1/tracks/1X1XDc35sbtcUeTzKatuYf,https://api.spotify.com/v1/audio-analysis/1X1XDc35sbtcUeTzKatuYf,206667.0,4.0
matilda,alt-j,rock,2012.0,violence,36.0,3aA5fk4c6a7e5HM4rJqkSF,0.369,0.219,2.0,-16.433,1.0,0.0346,0.637,0.0481,0.113,0.107,116.068,audio_features,4c5LotZ6p32pCkFTEllTGd,spotify:track:4c5LotZ6p32pCkFTEllTGd,https://api.spotify.com/v1/tracks/4c5LotZ6p32pCkFTEllTGd,https://api.spotify.com/v1/audio-analysis/4c5LotZ6p32pCkFTEllTGd,400080.0,3.0
i see a darkness,johnny cash,country,2000.0,world/life,42.0,0eg0nRL9dLBaT0X43keMBc,0.4,0.102,1.0,-18.26,1.0,0.0401,0.83,0.0,0.108,0.187,79.418,audio_features,1xyfkEi0pcCzw8czvScqYX,spotify:track:1xyfkEi0pcCzw8czvScqYX,https://api.spotify.com/v1/tracks/1xyfkEi0pcCzw8czvScqYX,https://api.spotify.com/v1/audio-analysis/1xyfkEi0pcCzw8czvScqYX,169173.0,4.0
"10,000 reasons (bless the lord) [feat. avion blackman]",christafari,reggae,2015.0,world/life,59.0,1i7RHPlMTpObShchH5OdXL,0.151,0.219,0.0,-14.541,1.0,0.0361,0.537,0.000332,0.099,0.176,79.302,audio_features,6DiFQ4RjszH5cKbKjJQ2Bs,spotify:track:6DiFQ4RjszH5cKbKjJQ2Bs,https://api.spotify.com/v1/tracks/6DiFQ4RjszH5cKbKjJQ2Bs,https://api.spotify.com/v1/audio-analysis/6DiFQ4RjszH5cKbKjJQ2Bs,172360.0,5.0
distopian dream girl,built to spill,pop,1994.0,world/life,56.0,511VZuvJIubk8ADZrYfOyw,0.687,0.344,8.0,-16.463,0.0,0.0266,0.43,0.0,0.0396,0.837,109.177,audio_features,48DvEcSLpu5zCNEm35RoKG,spotify:track:48DvEcSLpu5zCNEm35RoKG,https://api.spotify.com/v1/tracks/48DvEcSLpu5zCNEm35RoKG,https://api.spotify.com/v1/audio-analysis/48DvEcSLpu5zCNEm35RoKG,297160.0,4.0
my ride,nappy roots,hip hop,2019.0,obscene,87.0,3tyqJu1aoReFzVsoR9OWY8,0.645,0.273,9.0,-18.771,1.0,0.0295,0.326,0.0,0.166,0.509,108.965,audio_features,36lvQP8MgB6ZDJ0zgQ64Cn,spotify:track:36lvQP8MgB6ZDJ0zgQ64Cn,https://api.spotify.com/v1/tracks/36lvQP8MgB6ZDJ0zgQ64Cn,https://api.spotify.com/v1/audio-analysis/36lvQP8MgB6ZDJ0zgQ64Cn,292897.0,4.0
